CENSUS REGION,DIAG. GROUP,AGE  ,SEX,RECIPIENTS
Midwest      ,UNKNOWN    ,60-64,M  ,      2806
Northeast    ,AUTISTIC   , <12 ,F  ,      3509
Northeast    ,AUTISTIC   , <12 ,M  ,     14214
Northeast    ,AUTISTIC   ,13-17,F  ,       843
Northeast    ,AUTISTIC   ,13-17,M  ,      3827
Northeast    ,AUTISTIC   ,18-21,F  ,      1132
Northeast    ,AUTISTIC   ,18-21,M  ,      5050
Northeast    ,AUTISTIC   ,22-25,F  ,       772
Northeast    ,AUTISTIC   ,22-25,M  ,      3031
Northeast    ,AUTISTIC   ,26-29,F  ,       339
Northeast    ,AUTISTIC   ,26-29,M  ,      1314
Northeast    ,AUTISTIC   ,30-39,F  ,       206
Northeast    ,AUTISTIC   ,30-39,M  ,       712
Northeast    ,AUTISTIC   ,40-49,F  ,        67
Northeast    ,AUTISTIC   ,40-49,M  ,       247
Northeast    ,AUTISTIC   ,50-59,F  ,        46
Northeast    ,AUTISTIC   ,50-59,M  ,        88
Northeast    ,AUTISTIC   ,60-64,F  ,        15
Northeast    ,AUTISTIC   ,60-64,M  ,        20
Northeast    ,BLOOD      , <12 ,F  ,       639
Northeast    ,BLOOD      , <12 ,M  ,       820
Northeast    ,BLOOD      ,13-17,F  ,       315
Northeast    ,BLOOD      ,13-17,M  ,       363
Northeast    ,BLOOD      ,18-21,F  ,       269
Northeast    ,BLOOD      ,18-21,M  ,       337
Northeast    ,BLOOD      ,22-25,F  ,       264
Northeast    ,BLOOD      ,22-25,M  ,       259
Northeast    ,BLOOD      ,26-29,F  ,       183
Northeast    ,BLOOD      ,26-29,M  ,       177
Northeast    ,BLOOD      ,30-39,F  ,       353
Northeast    ,BLOOD      ,30-39,M  ,       287
Northeast    ,BLOOD      ,40-49,F  ,       362
Northeast    ,BLOOD      ,40-49,M  ,       187
Northeast    ,BLOOD      ,50-59,F  ,       347
Northeast    ,BLOOD      ,50-59,M  ,       164
Northeast    ,BLOOD      ,60-64,F  ,       126
Northeast    ,BLOOD      ,60-64,M  ,        47
Northeast    ,CHILDHOOD  , <12 ,F  ,      5979
Northeast    ,CHILDHOOD  , <12 ,M  ,     20837
Northeast    ,CHILDHOOD  ,13-17,F  ,      5121
Northeast    ,CHILDHOOD  ,13-17,M  ,     18133
Northeast    ,CHILDHOOD  ,18-21,F  ,      1559
Northeast    ,CHILDHOOD  ,18-21,M  ,      5033
Northeast    ,CHILDHOOD  ,22-25,F  ,       399
Northeast    ,CHILDHOOD  ,22-25,M  ,      1163
Northeast    ,CHILDHOOD  ,26-29,F  ,       216
Northeast    ,CHILDHOOD  ,26-29,M  ,       651
Northeast    ,CHILDHOOD  ,30-39,F  ,       158
Northeast    ,CHILDHOOD  ,30-39,M  ,       371
Northeast    ,CHILDHOOD  ,40-49,F  ,       107
Northeast    ,CHILDHOOD  ,40-49,M  ,       123
Northeast    ,CHILDHOOD  ,50-59,F  ,        60
Northeast    ,CHILDHOOD  ,50-59,M  ,        64
Northeast    ,CHILDHOOD  ,60-64,F  ,        13
Northeast    ,CHILDHOOD  ,60-64,M  ,         8
Northeast    ,CIRCUL     , <12 ,F  ,       286
Northeast    ,CIRCUL     , <12 ,M  ,       300
Northeast    ,CIRCUL     ,13-17,F  ,        88
Northeast    ,CIRCUL     ,13-17,M  ,       107
Northeast    ,CIRCUL     ,18-21,F  ,       133
Northeast    ,CIRCUL     ,18-21,M  ,       160
Northeast    ,CIRCUL     ,22-25,F  ,       148
Northeast    ,CIRCUL     ,22-25,M  ,       147
Northeast    ,CIRCUL     ,26-29,F  ,       194
Northeast    ,CIRCUL     ,26-29,M  ,       191
Northeast    ,CIRCUL     ,30-39,F  ,       751
Northeast    ,CIRCUL     ,30-39,M  ,       704
Northeast    ,CIRCUL     ,40-49,F  ,      2576
Northeast    ,CIRCUL     ,40-49,M  ,      2402
Northeast    ,CIRCUL     ,50-59,F  ,      7754
Northeast    ,CIRCUL     ,50-59,M  ,      8274
Northeast    ,CIRCUL     ,60-64,F  ,      5852
Northeast    ,CIRCUL     ,60-64,M  ,      5632
Northeast    ,CONGEN     , <12 ,F  ,      3543
Northeast    ,CONGEN     , <12 ,M  ,      4216
Northeast    ,CONGEN     ,13-17,F  ,       796
Northeast    ,CONGEN     ,13-17,M  ,       858
Northeast    ,CONGEN     ,18-21,F  ,       741
Northeast    ,CONGEN     ,18-21,M  ,       814
Northeast    ,CONGEN     ,22-25,F  ,       664
Northeast    ,CONGEN     ,22-25,M  ,       692
Northeast    ,CONGEN     ,26-29,F  ,       485
Northeast    ,CONGEN     ,26-29,M  ,       471
Northeast    ,CONGEN     ,30-39,F  ,       461
Northeast    ,CONGEN     ,30-39,M  ,       441
Northeast    ,CONGEN     ,40-49,F  ,       334
Northeast    ,CONGEN     ,40-49,M  ,       246
Northeast    ,CONGEN     ,50-59,F  ,       198
Northeast    ,CONGEN     ,50-59,M  ,       169
Northeast    ,CONGEN     ,60-64,F  ,        69
Northeast    ,CONGEN     ,60-64,M  ,        39
Northeast    ,DEVELOP    , <12 ,F  ,     10571
Northeast    ,DEVELOP    , <12 ,M  ,     24365
Northeast    ,DEVELOP    ,13-17,F  ,      4080
Northeast    ,DEVELOP    ,13-17,M  ,      8151
Northeast    ,DEVELOP    ,18-21,F  ,      1219
Northeast    ,DEVELOP    ,18-21,M  ,      2241
Northeast    ,DEVELOP    ,22-25,F  ,       519
Northeast    ,DEVELOP    ,22-25,M  ,       779
Northeast    ,DEVELOP    ,26-29,F  ,       458
Northeast    ,DEVELOP    ,26-29,M  ,       584
Northeast    ,DEVELOP    ,30-39,F  ,       652
Northeast    ,DEVELOP    ,30-39,M  ,       725
Northeast    ,DEVELOP    ,40-49,F  ,       317
Northeast    ,DEVELOP    ,40-49,M  ,       366
Northeast    ,DEVELOP    ,50-59,F  ,       209
Northeast    ,DEVELOP    ,50-59,M  ,       202
Northeast    ,DEVELOP    ,60-64,F  ,        51
Northeast    ,DEVELOP    ,60-64,M  ,        49
Northeast    ,DIGEST     , <12 ,F  ,       587
Northeast    ,DIGEST     , <12 ,M  ,       709
Northeast    ,DIGEST     ,13-17,F  ,        74
Northeast    ,DIGEST     ,13-17,M  ,        92
Northeast    ,DIGEST     ,18-21,F  ,        92
Northeast    ,DIGEST     ,18-21,M  ,       100
Northeast    ,DIGEST     ,22-25,F  ,       112
Northeast    ,DIGEST     ,22-25,M  ,        96
Northeast    ,DIGEST     ,26-29,F  ,       123
Northeast    ,DIGEST     ,26-29,M  ,       115
Northeast    ,DIGEST     ,30-39,F  ,       367
Northeast    ,DIGEST     ,30-39,M  ,       265
Northeast    ,DIGEST     ,40-49,F  ,       967
Northeast    ,DIGEST     ,40-49,M  ,       759
Northeast    ,DIGEST     ,50-59,F  ,      1652
Northeast    ,DIGEST     ,50-59,M  ,      1975
Northeast    ,DIGEST     ,60-64,F  ,       668
Northeast    ,DIGEST     ,60-64,M  ,       754
Northeast    ,ENDOCR     , <12 ,F  ,       437
Northeast    ,ENDOCR     , <12 ,M  ,       492
Northeast    ,ENDOCR     ,13-17,F  ,       247
Northeast    ,ENDOCR     ,13-17,M  ,       213
Northeast    ,ENDOCR     ,18-21,F  ,       181
Northeast    ,ENDOCR     ,18-21,M  ,       178
Northeast    ,ENDOCR     ,22-25,F  ,       202
Northeast    ,ENDOCR     ,22-25,M  ,       164
Northeast    ,ENDOCR     ,26-29,F  ,       228
Northeast    ,ENDOCR     ,26-29,M  ,       171
Northeast    ,ENDOCR     ,30-39,F  ,       887
Northeast    ,ENDOCR     ,30-39,M  ,       542
Northeast    ,ENDOCR     ,40-49,F  ,      2684
Northeast    ,ENDOCR     ,40-49,M  ,      1352
Northeast    ,ENDOCR     ,50-59,F  ,      6488
Northeast    ,ENDOCR     ,50-59,M  ,      2859
Northeast    ,ENDOCR     ,60-64,F  ,      4363
Northeast    ,ENDOCR     ,60-64,M  ,      1471
Northeast    ,GENITO     , <12 ,F  ,       148
Northeast    ,GENITO     , <12 ,M  ,       252
Northeast    ,GENITO     ,13-17,F  ,        84
Northeast    ,GENITO     ,13-17,M  ,        94
Northeast    ,GENITO     ,18-21,F  ,       118
Northeast    ,GENITO     ,18-21,M  ,       127
Northeast    ,GENITO     ,22-25,F  ,       156
Northeast    ,GENITO     ,22-25,M  ,       184
Northeast    ,GENITO     ,26-29,F  ,       160
Northeast    ,GENITO     ,26-29,M  ,       178
Northeast    ,GENITO     ,30-39,F  ,       624
Northeast    ,GENITO     ,30-39,M  ,       617
Northeast    ,GENITO     ,40-49,F  ,       998
Northeast    ,GENITO     ,40-49,M  ,       987
Northeast    ,GENITO     ,50-59,F  ,      1081
Northeast    ,GENITO     ,50-59,M  ,      1298
Northeast    ,GENITO     ,60-64,F  ,       426
Northeast    ,GENITO     ,60-64,M  ,       467
Northeast    ,INFECT     , <12 ,F  ,        71
Northeast    ,INFECT     , <12 ,M  ,        73
Northeast    ,INFECT     ,13-17,F  ,       129
Northeast    ,INFECT     ,13-17,M  ,       125
Northeast    ,INFECT     ,18-21,F  ,       103
Northeast    ,INFECT     ,18-21,M  ,       118
Northeast    ,INFECT     ,22-25,F  ,       108
Northeast    ,INFECT     ,22-25,M  ,       129
Northeast    ,INFECT     ,26-29,F  ,       109
Northeast    ,INFECT     ,26-29,M  ,       156
Northeast    ,INFECT     ,30-39,F  ,       816
Northeast    ,INFECT     ,30-39,M  ,       769
Northeast    ,INFECT     ,40-49,F  ,      3509
Northeast    ,INFECT     ,40-49,M  ,      3630
Northeast    ,INFECT     ,50-59,F  ,      3825
Northeast    ,INFECT     ,50-59,M  ,      5148
Northeast    ,INFECT     ,60-64,F  ,       922
Northeast    ,INFECT     ,60-64,M  ,      1347
Northeast    ,INJURY     , <12 ,F  ,       273
Northeast    ,INJURY     , <12 ,M  ,       347
Northeast    ,INJURY     ,13-17,F  ,       113
Northeast    ,INJURY     ,13-17,M  ,       160
Northeast    ,INJURY     ,18-21,F  ,       183
Northeast    ,INJURY     ,18-21,M  ,       375
Northeast    ,INJURY     ,22-25,F  ,       278
Northeast    ,INJURY     ,22-25,M  ,       560
Northeast    ,INJURY     ,26-29,F  ,       275
Northeast    ,INJURY     ,26-29,M  ,       701
Northeast    ,INJURY     ,30-39,F  ,       868
Northeast    ,INJURY     ,30-39,M  ,      2068
Northeast    ,INJURY     ,40-49,F  ,      1853
Northeast    ,INJURY     ,40-49,M  ,      3003
Northeast    ,INJURY     ,50-59,F  ,      2803
Northeast    ,INJURY     ,50-59,M  ,      4113
Northeast    ,INJURY     ,60-64,F  ,      1299
Northeast    ,INJURY     ,60-64,M  ,      1534
Northeast    ,INTELLECT  , <12 ,F  ,      2905
Northeast    ,INTELLECT  , <12 ,M  ,      5405
Northeast    ,INTELLECT  ,13-17,F  ,      4241
Northeast    ,INTELLECT  ,13-17,M  ,      6474
Northeast    ,INTELLECT  ,18-21,F  ,      8715
Northeast    ,INTELLECT  ,18-21,M  ,     11507
Northeast    ,INTELLECT  ,22-25,F  ,      9583
Northeast    ,INTELLECT  ,22-25,M  ,     10725
Northeast    ,INTELLECT  ,26-29,F  ,      8018
Northeast    ,INTELLECT  ,26-29,M  ,      8600
Northeast    ,INTELLECT  ,30-39,F  ,     17494
Northeast    ,INTELLECT  ,30-39,M  ,     17590
Northeast    ,INTELLECT  ,40-49,F  ,     17507
Northeast    ,INTELLECT  ,40-49,M  ,     17448
Northeast    ,INTELLECT  ,50-59,F  ,     13493
Northeast    ,INTELLECT  ,50-59,M  ,     12240
Northeast    ,INTELLECT  ,60-64,F  ,      4074
Northeast    ,INTELLECT  ,60-64,M  ,      3200
Northeast    ,MENTALOTHER, <12 ,F  ,      1088
Northeast    ,MENTALOTHER, <12 ,M  ,      2026
Northeast    ,MENTALOTHER,13-17,F  ,      1591
Northeast    ,MENTALOTHER,13-17,M  ,      2410
Northeast    ,MENTALOTHER,18-21,F  ,      1903
Northeast    ,MENTALOTHER,18-21,M  ,      2296
Northeast    ,MENTALOTHER,22-25,F  ,      2510
Northeast    ,MENTALOTHER,22-25,M  ,      2327
Northeast    ,MENTALOTHER,26-29,F  ,      2690
Northeast    ,MENTALOTHER,26-29,M  ,      2127
Northeast    ,MENTALOTHER,30-39,F  ,      7873
Northeast    ,MENTALOTHER,30-39,M  ,      4973
Northeast    ,MENTALOTHER,40-49,F  ,     11035
Northeast    ,MENTALOTHER,40-49,M  ,      5768
Northeast    ,MENTALOTHER,50-59,F  ,     10929
Northeast    ,MENTALOTHER,50-59,M  ,      5559
Northeast    ,MENTALOTHER,60-64,F  ,      3943
Northeast    ,MENTALOTHER,60-64,M  ,      1802
Northeast    ,MOOD       , <12 ,F  ,       848
Northeast    ,MOOD       , <12 ,M  ,      1937
Northeast    ,MOOD       ,13-17,F  ,      2492
Northeast    ,MOOD       ,13-17,M  ,      3134
Northeast    ,MOOD       ,18-21,F  ,      4060
Northeast    ,MOOD       ,18-21,M  ,      3599
Northeast    ,MOOD       ,22-25,F  ,      5231
Northeast    ,MOOD       ,22-25,M  ,      3827
Northeast    ,MOOD       ,26-29,F  ,      6071
Northeast    ,MOOD       ,26-29,M  ,      3695
Northeast    ,MOOD       ,30-39,F  ,     18959
Northeast    ,MOOD       ,30-39,M  ,      9204
Northeast    ,MOOD       ,40-49,F  ,     34492
Northeast    ,MOOD       ,40-49,M  ,     14252
Northeast    ,MOOD       ,50-59,F  ,     38031
Northeast    ,MOOD       ,50-59,M  ,     15348
Northeast    ,MOOD       ,60-64,F  ,     14104
Northeast    ,MOOD       ,60-64,M  ,      4638
Northeast    ,MUSCUL     , <12 ,F  ,       486
Northeast    ,MUSCUL     , <12 ,M  ,       527
Northeast    ,MUSCUL     ,13-17,F  ,       314
Northeast    ,MUSCUL     ,13-17,M  ,       273
Northeast    ,MUSCUL     ,18-21,F  ,       395
Northeast    ,MUSCUL     ,18-21,M  ,       309
Northeast    ,MUSCUL     ,22-25,F  ,       571
Northeast    ,MUSCUL     ,22-25,M  ,       372
Northeast    ,MUSCUL     ,26-29,F  ,       789
Northeast    ,MUSCUL     ,26-29,M  ,       424
Northeast    ,MUSCUL     ,30-39,F  ,      4074
Northeast    ,MUSCUL     ,30-39,M  ,      2109
Northeast    ,MUSCUL     ,40-49,F  ,     13709
Northeast    ,MUSCUL     ,40-49,M  ,      7405
Northeast    ,MUSCUL     ,50-59,F  ,     31296
Northeast    ,MUSCUL     ,50-59,M  ,     19077
Northeast    ,MUSCUL     ,60-64,F  ,     17971
Northeast    ,MUSCUL     ,60-64,M  ,      8984
Northeast    ,NEOPLA     , <12 ,F  ,       734
Northeast    ,NEOPLA     , <12 ,M  ,       894
Northeast    ,NEOPLA     ,13-17,F  ,       227
Northeast    ,NEOPLA     ,13-17,M  ,       292
Northeast    ,NEOPLA     ,18-21,F  ,       200
Northeast    ,NEOPLA     ,18-21,M  ,       256
Northeast    ,NEOPLA     ,22-25,F  ,       189
Northeast    ,NEOPLA     ,22-25,M  ,       235
Northeast    ,NEOPLA     ,26-29,F  ,       154
Northeast    ,NEOPLA     ,26-29,M  ,       164
Northeast    ,NEOPLA     ,30-39,F  ,       497
Northeast    ,NEOPLA     ,30-39,M  ,       342
Northeast    ,NEOPLA     ,40-49,F  ,      1341
Northeast    ,NEOPLA     ,40-49,M  ,       758
Northeast    ,NEOPLA     ,50-59,F  ,      2465
Northeast    ,NEOPLA     ,50-59,M  ,      1776
Northeast    ,NEOPLA     ,60-64,F  ,      1237
Northeast    ,NEOPLA     ,60-64,M  ,       859
Northeast    ,NERVOUS    , <12 ,F  ,      4375
Northeast    ,NERVOUS    , <12 ,M  ,      5499
Northeast    ,NERVOUS    ,13-17,F  ,      2190
Northeast    ,NERVOUS    ,13-17,M  ,      2518
Northeast    ,NERVOUS    ,18-21,F  ,      2980
Northeast    ,NERVOUS    ,18-21,M  ,      3669
Northeast    ,NERVOUS    ,22-25,F  ,      3026
Northeast    ,NERVOUS    ,22-25,M  ,      3421
Northeast    ,NERVOUS    ,26-29,F  ,      2564
Northeast    ,NERVOUS    ,26-29,M  ,      2695
Northeast    ,NERVOUS    ,30-39,F  ,      5444
Northeast    ,NERVOUS    ,30-39,M  ,      5007
Northeast    ,NERVOUS    ,40-49,F  ,      7549
Northeast    ,NERVOUS    ,40-49,M  ,      5584
Northeast    ,NERVOUS    ,50-59,F  ,      8606
Northeast    ,NERVOUS    ,50-59,M  ,      6088
Northeast    ,NERVOUS    ,60-64,F  ,      3713
Northeast    ,NERVOUS    ,60-64,M  ,      2329
Northeast    ,ORGANIC    , <12 ,F  ,      1107
Northeast    ,ORGANIC    , <12 ,M  ,      2489
Northeast    ,ORGANIC    ,13-17,F  ,       668
Northeast    ,ORGANIC    ,13-17,M  ,      1446
Northeast    ,ORGANIC    ,18-21,F  ,      1128
Northeast    ,ORGANIC    ,18-21,M  ,      2276
Northeast    ,ORGANIC    ,22-25,F  ,      1086
Northeast    ,ORGANIC    ,22-25,M  ,      1788
Northeast    ,ORGANIC    ,26-29,F  ,       759
Northeast    ,ORGANIC    ,26-29,M  ,      1204
Northeast    ,ORGANIC    ,30-39,F  ,      1281
Northeast    ,ORGANIC    ,30-39,M  ,      2225
Northeast    ,ORGANIC    ,40-49,F  ,      2321
Northeast    ,ORGANIC    ,40-49,M  ,      3237
Northeast    ,ORGANIC    ,50-59,F  ,      2849
Northeast    ,ORGANIC    ,50-59,M  ,      4123
Northeast    ,ORGANIC    ,60-64,F  ,      1276
Northeast    ,ORGANIC    ,60-64,M  ,      1468
Northeast    ,OTHER      , <12 ,F  ,      6172
Northeast    ,OTHER      , <12 ,M  ,      6978
Northeast    ,OTHER      ,13-17,F  ,       607
Northeast    ,OTHER      ,13-17,M  ,      1037
Northeast    ,OTHER      ,18-21,F  ,       212
Northeast    ,OTHER      ,18-21,M  ,       275
Northeast    ,OTHER      ,22-25,F  ,       133
Northeast    ,OTHER      ,22-25,M  ,       134
Northeast    ,OTHER      ,26-29,F  ,       109
Northeast    ,OTHER      ,26-29,M  ,       151
Northeast    ,OTHER      ,30-39,F  ,       139
Northeast    ,OTHER      ,30-39,M  ,       138
Northeast    ,OTHER      ,40-49,F  ,       165
Northeast    ,OTHER      ,40-49,M  ,       149
Northeast    ,OTHER      ,50-59,F  ,       268
Northeast    ,OTHER      ,50-59,M  ,       123
Northeast    ,OTHER      ,60-64,F  ,        83
Northeast    ,OTHER      ,60-64,M  ,        62
Northeast    ,RESPIR     , <12 ,F  ,      2123
Northeast    ,RESPIR     , <12 ,M  ,      3799
Northeast    ,RESPIR     ,13-17,F  ,       607
Northeast    ,RESPIR     ,13-17,M  ,      1097
Northeast    ,RESPIR     ,18-21,F  ,       257
Northeast    ,RESPIR     ,18-21,M  ,       310
Northeast    ,RESPIR     ,22-25,F  ,       178
Northeast    ,RESPIR     ,22-25,M  ,       101
Northeast    ,RESPIR     ,26-29,F  ,       182
Northeast    ,RESPIR     ,26-29,M  ,       108
Northeast    ,RESPIR     ,30-39,F  ,       767
Northeast    ,RESPIR     ,30-39,M  ,       347
Northeast    ,RESPIR     ,40-49,F  ,      2432
Northeast    ,RESPIR     ,40-49,M  ,       916
Northeast    ,RESPIR     ,50-59,F  ,      5752
Northeast    ,RESPIR     ,50-59,M  ,      2650
Northeast    ,RESPIR     ,60-64,F  ,      3028
Northeast    ,RESPIR     ,60-64,M  ,      1568
Northeast    ,SCHIZO     , <12 ,F  ,        78
Northeast    ,SCHIZO     , <12 ,M  ,       132
Northeast    ,SCHIZO     ,13-17,F  ,       223
Northeast    ,SCHIZO     ,13-17,M  ,       426
Northeast    ,SCHIZO     ,18-21,F  ,       616
Northeast    ,SCHIZO     ,18-21,M  ,      1457
Northeast    ,SCHIZO     ,22-25,F  ,      1089
Northeast    ,SCHIZO     ,22-25,M  ,      2781
Northeast    ,SCHIZO     ,26-29,F  ,      1400
Northeast    ,SCHIZO     ,26-29,M  ,      3606
Northeast    ,SCHIZO     ,30-39,F  ,      4428
Northeast    ,SCHIZO     ,30-39,M  ,      9814
Northeast    ,SCHIZO     ,40-49,F  ,      9505
Northeast    ,SCHIZO     ,40-49,M  ,     14626
Northeast    ,SCHIZO     ,50-59,F  ,     13426
Northeast    ,SCHIZO     ,50-59,M  ,     17504
Northeast    ,SCHIZO     ,60-64,F  ,      4990
Northeast    ,SCHIZO     ,60-64,M  ,      4366
Northeast    ,SKIN       , <12 ,F  ,        89
Northeast    ,SKIN       , <12 ,M  ,       108
Northeast    ,SKIN       ,13-17,F  ,        30
Northeast    ,SKIN       ,13-17,M  ,        35
Northeast    ,SKIN       ,18-21,F  ,        17
Northeast    ,SKIN       ,18-21,M  ,        20
Northeast    ,SKIN       ,22-25,F  ,        39
Northeast    ,SKIN       ,22-25,M  ,        25
Northeast    ,SKIN       ,26-29,F  ,        32
Northeast    ,SKIN       ,26-29,M  ,        21
Northeast    ,SKIN       ,30-39,F  ,       129
Northeast    ,SKIN       ,30-39,M  ,        79
Northeast    ,SKIN       ,40-49,F  ,       195
Northeast    ,SKIN       ,40-49,M  ,       112
Northeast    ,SKIN       ,50-59,F  ,       269
Northeast    ,SKIN       ,50-59,M  ,       164
Northeast    ,SKIN       ,60-64,F  ,       108
Northeast    ,SKIN       ,60-64,M  ,        56
Northeast    ,UNKNOWN    , <12 ,F  ,       938
Northeast    ,UNKNOWN    , <12 ,M  ,      1436
Northeast    ,UNKNOWN    ,13-17,F  ,       485
Northeast    ,UNKNOWN    ,13-17,M  ,       769
Northeast    ,UNKNOWN    ,18-21,F  ,       227
Northeast    ,UNKNOWN    ,18-21,M  ,       398
Northeast    ,UNKNOWN    ,22-25,F  ,       171
Northeast    ,UNKNOWN    ,22-25,M  ,       184
Northeast    ,UNKNOWN    ,26-29,F  ,       308
Northeast    ,UNKNOWN    ,26-29,M  ,       327
Northeast    ,UNKNOWN    ,30-39,F  ,      1533
Northeast    ,UNKNOWN    ,30-39,M  ,      1252
Northeast    ,UNKNOWN    ,40-49,F  ,      4139
Northeast    ,UNKNOWN    ,40-49,M  ,      2771
Northeast    ,UNKNOWN    ,50-59,F  ,      7493
Northeast    ,UNKNOWN    ,50-59,M  ,      5709
Northeast    ,UNKNOWN    ,60-64,F  ,      5215
